Site Name:,Snake Range West Pinyon-Juniper,,Snake Range West Subalpine,,Snake Range West Montane,
Deployment:,Wind velocity monitor,,Wind velocity monitor,,Wind velocity monitor,
Monitored System:,Atmosphere,,Atmosphere,,Atmosphere,
Measured Property:,Wind speed,,Wind speed,,Wind speed,
Vertical Offset from Surface:,10m height,,10m height,,10m height,
Units:,m/s,,m/s,,m/s,
Measurement Type:,Average,,Average,,Average,
Aggregation interval:,1-Hour aggregates of 00:10:00 data,,1-Hour aggregates of 00:10:00 data,,1-Hour aggregates of 00:10:00 data,
Time Stamp ((UTC-08:00) Pacific Time (US & Canada)),Aggregated Value,Number of Constituient Values,Aggregated Value,Number of Constituient Values,Aggregated Value,Number of Constituient Values
3/17/2016 12:00:00 PM,2.026357813000000000,6,2.699674560000000000,6,1.097185173000000000,6
3/17/2016 1:00:00 PM,2.162034453000000000,6,3.245063360000000000,6,1.320481653000000000,6
3/17/2016 2:00:00 PM,2.690510240000000000,6,3.866672480000000000,6,1.243516266000000000,6
3/17/2016 3:00:00 PM,2.733277066000000000,6,3.645089653000000000,6,1.391933546000000000,6
3/17/2016 4:00:00 PM,2.801003626000000000,6,4.523374240000000000,6,1.298502186000000000,6
3/17/2016 5:00:00 PM,3.051420533000000000,6,4.251126880000000000,6,1.580658933000000000,6
3/17/2016 6:00:00 PM,2.622634666000000000,6,3.642407413000000000,6,1.623798293000000000,6
3/17/2016 7:00:00 PM,2.003260746000000000,6,2.902332693000000000,6,2.280872586000000000,6
3/17/2016 8:00:00 PM,2.290856480000000000,6,3.635552800000000000,6,2.933849013000000000,6
3/17/2016 9:00:00 PM,3.796710720000000000,6,4.692578880000000000,6,4.178333866000000000,6
3/17/2016 10:00:00 PM,3.506805280000000000,6,3.813698240000000000,6,3.883212960000000000,6
3/17/2016 11:00:00 PM,2.707795786000000000,6,3.452489920000000000,6,3.714976906000000000,6
3/18/2016 12:00:00 AM,0.860477493000000000,6,2.449853706000000000,6,2.014362240000000000,6
3/18/2016 1:00:00 AM,0.878731626000000000,6,2.743857013000000000,6,1.035121120000000000,6
3/18/2016 2:00:00 AM,0.558650986000000000,6,2.925280746000000000,6,0.513872480000000000,6
3/18/2016 3:00:00 AM,0.618628853000000000,6,3.438706186000000000,6,0.912408640000000000,6
3/18/2016 4:00:00 AM,0.588751680000000000,6,3.582057013000000000,6,0.654466560000000000,6
3/18/2016 5:00:00 AM,0.315610240000000000,6,2.397177493000000000,6,0.398685173000000000,6
3/18/2016 6:00:00 AM,0.586665493000000000,6,1.763721813000000000,6,1.013439680000000000,6
3/18/2016 7:00:00 AM,0.723906773000000000,6,1.211180373000000000,6,0.922616053000000000,6
3/18/2016 8:00:00 AM,0.597543466000000000,6,1.364664106000000000,6,0.531009013000000000,6
3/18/2016 9:00:00 AM,0.422005760000000000,6,1.231893226000000000,6,0.404124160000000000,6
3/18/2016 10:00:00 AM,0.956889120000000000,6,1.119313653000000000,6,0.694104106000000000,6
3/18/2016 11:00:00 AM,1.248359200000000000,6,0.998165813000000000,6,0.805938613000000000,6
3/18/2016 12:00:00 PM,1.503544533000000000,6,1.296714026000000000,6,0.884468640000000000,6
3/18/2016 1:00:00 PM,1.409591626000000000,6,2.227823840000000000,6,1.094651946000000000,6
3/18/2016 2:00:00 PM,1.721029493000000000,6,2.557292320000000000,6,1.476573120000000000,6
3/18/2016 3:00:00 PM,2.109507253000000000,6,2.378997866000000000,6,1.411677813000000000,6
3/18/2016 4:00:00 PM,1.838601013000000000,6,2.580240373000000000,6,1.031917333000000000,6
3/18/2016 5:00:00 PM,1.693909066000000000,6,2.901736640000000000,6,0.974621706000000000,6
3/18/2016 6:00:00 PM,1.032587893000000000,6,2.742515893000000000,6,0.744694133000000000,6
3/18/2016 7:00:00 PM,1.462193333000000000,6,1.902527733000000000,6,1.228316906000000000,6
3/18/2016 8:00:00 PM,0.733220106000000000,6,1.878760106000000000,6,0.731059413000000000,6
3/18/2016 9:00:00 PM,0.909577386000000000,6,2.916190933000000000,6,0.516107680000000000,6
3/18/2016 10:00:00 PM,1.143751840000000000,6,3.694860106000000000,6,0.794390080000000000,6
3/18/2016 11:00:00 PM,1.410262186000000000,6,3.900647520000000000,6,0.996154133000000000,6
3/19/2016 12:00:00 AM,0.830451306000000000,6,4.114258133000000000,6,0.557235360000000000,6
3/19/2016 1:00:00 AM,0.116602933000000000,6,4.206646400000000000,6,0.629655840000000000,6
3/19/2016 2:00:00 AM,0.508060960000000000,6,3.884479573000000000,6,0.848407413000000000,6
3/19/2016 3:00:00 AM,0.259953760000000000,6,3.695605173000000000,6,0.388030720000000000,6
3/19/2016 4:00:00 AM,0.211822453000000000,6,3.627729600000000000,6,0.704833066000000000,6
3/19/2016 5:00:00 AM,0.336770133000000000,6,3.792016800000000000,6,0.868822240000000000,6
3/19/2016 6:00:00 AM,0.210034293000000000,6,3.367999360000000000,6,0.956144053000000000,6
3/19/2016 7:00:00 AM,0.262710506000000000,6,3.149694826000000000,6,0.838125493000000000,6
3/19/2016 8:00:00 AM,0.506198293000000000,6,2.753766400000000000,6,1.029011573000000000,6
3/19/2016 9:00:00 AM,0.404049653000000000,6,1.987241813000000000,6,0.978049013000000000,6
3/19/2016 10:00:00 AM,1.081687786000000000,6,1.556444266000000000,6,1.051736106000000000,6
3/19/2016 11:00:00 AM,1.262813493000000000,6,2.344873813000000000,6,0.968139626000000000,6
3/19/2016 12:00:00 PM,1.448856640000000000,6,2.571448586000000000,6,0.899891520000000000,6
3/19/2016 1:00:00 PM,1.455115200000000000,6,2.468405866000000000,6,0.999134400000000000,6
3/19/2016 2:00:00 PM,1.871681973000000000,6,2.653778453000000000,6,1.236587146000000000,6
3/19/2016 3:00:00 PM,2.433462240000000000,6,2.645359200000000000,6,1.535209866000000000,6
3/19/2016 4:00:00 PM,1.845455626000000000,6,2.833190506000000000,6,1.282185226000000000,6
3/19/2016 5:00:00 PM,0.770696960000000000,6,2.150709440000000000,6,0.965978933000000000,6
3/19/2016 6:00:00 PM,0.626899093000000000,6,2.063909173000000000,6,0.328648906000000000,6
3/19/2016 7:00:00 PM,1.113874666000000000,6,2.214710666000000000,6,0.502621973000000000,6
3/19/2016 8:00:00 PM,1.488717706000000000,6,2.396953973000000000,6,1.088616906000000000,6
3/19/2016 9:00:00 PM,0.733741653000000000,6,2.481593546000000000,6,2.491651946000000000,6
3/19/2016 10:00:00 PM,0.744619626000000000,6,2.777981066000000000,6,1.945592586000000000,6
3/19/2016 11:00:00 PM,1.280322560000000000,6,3.112963040000000000,6,2.430780000000000000,6
3/20/2016 12:00:00 AM,0.667207200000000000,6,3.411064213000000000,6,2.520486026000000000,6
3/20/2016 1:00:00 AM,0.636808480000000000,6,3.791644266000000000,6,2.696694293000000000,6
3/20/2016 2:00:00 AM,0.653945013000000000,6,4.117983466000000000,6,3.180093546000000000,6
3/20/2016 3:00:00 AM,0.944073973000000000,6,4.480085866000000000,6,2.848091840000000000,6
3/20/2016 4:00:00 AM,0.998389333000000000,6,4.397383466000000000,6,2.789529600000000000,6
3/20/2016 5:00:00 AM,1.167221440000000000,6,5.119353066000000000,6,3.059392746000000000,6
3/20/2016 6:00:00 AM,1.112086506000000000,6,4.679763733000000000,6,3.000681493000000000,6
3/20/2016 7:00:00 AM,1.109478773000000000,6,4.950222933000000000,6,2.716066026000000000,6
3/20/2016 8:00:00 AM,1.139579466000000000,6,4.608237333000000000,6,2.560272586000000000,6
3/20/2016 9:00:00 AM,0.854293440000000000,6,4.753525333000000000,6,3.079435040000000000,6
3/20/2016 10:00:00 AM,3.712369173000000000,6,4.485301333000000000,6,2.817916640000000000,6
3/20/2016 11:00:00 AM,4.077749866000000000,6,5.042611200000000000,6,3.064906240000000000,6
3/20/2016 12:00:00 PM,4.994926933000000000,6,5.672192533000000000,6,3.788440480000000000,6
3/20/2016 1:00:00 PM,5.217701866000000000,6,5.295188800000000000,6,3.541227360000000000,6
3/20/2016 2:00:00 PM,7.158600533000000000,6,5.934456000000000000,6,3.482888640000000000,6
3/20/2016 3:00:00 PM,6.715285866000000000,6,5.485925866000000000,6,3.592189920000000000,6
3/20/2016 4:00:00 PM,8.420743466000000000,6,5.646115200000000000,6,4.165593226000000000,6
3/20/2016 5:00:00 PM,7.433530133000000000,6,5.850263466000000000,6,4.107701546000000000,6
3/20/2016 6:00:00 PM,2.887580373000000000,6,6.517843200000000000,6,4.685798773000000000,6
3/20/2016 7:00:00 PM,1.687948533000000000,6,6.228757333000000000,6,4.933831466000000000,6
3/20/2016 8:00:00 PM,2.900172000000000000,6,5.691564266000000000,6,4.243154666000000000,6
3/20/2016 9:00:00 PM,3.069227626000000000,6,5.925515200000000000,6,4.292329066000000000,6
3/20/2016 10:00:00 PM,2.983023413000000000,6,5.948612266000000000,6,3.929556106000000000,6
3/20/2016 11:00:00 PM,2.547755466000000000,6,6.251109333000000000,6,5.231113066000000000,6
3/21/2016 12:00:00 AM,2.754064426000000000,6,6.405338133000000000,6,4.397681493000000000,6
3/21/2016 1:00:00 AM,2.465872640000000000,6,5.168527466000000000,6,2.882662933000000000,6
3/21/2016 2:00:00 AM,3.115496266000000000,6,6.382241066000000000,6,5.140214933000000000,6
3/21/2016 3:00:00 AM,2.673299200000000000,6,6.983509866000000000,6,5.117862933000000000,6
3/21/2016 4:00:00 AM,2.300542346000000000,6,6.429925333000000000,6,4.557274773000000000,6
3/21/2016 5:00:00 AM,3.220625173000000000,6,6.305499200000000000,6,4.805680000000000000,6
3/21/2016 6:00:00 AM,3.428424266000000000,6,5.716151466000000000,6,4.733408533000000000,6
3/21/2016 7:00:00 AM,3.431777066000000000,6,5.354049066000000000,6,3.829419146000000000,6
3/21/2016 8:00:00 AM,1.542958560000000000,6,4.468909866000000000,6,3.012677066000000000,6
3/21/2016 9:00:00 AM,1.404972213000000000,6,4.281153066000000000,6,2.996062080000000000,6
3/21/2016 10:00:00 AM,2.646402293000000000,6,4.204411200000000000,6,3.327914773000000000,6
3/21/2016 11:00:00 AM,3.209151146000000000,6,4.107552533000000000,6,2.904642400000000000,6
3/21/2016 12:00:00 PM,3.572669173000000000,6,4.740114133000000000,6,2.364320053000000000,6
3/21/2016 1:00:00 PM,5.692309333000000000,6,4.560553066000000000,6,3.276207146000000000,6
3/21/2016 2:00:00 PM,6.569997866000000000,6,5.961278400000000000,6,3.764523840000000000,6
3/21/2016 3:00:00 PM,3.663343786000000000,6,6.073783466000000000,6,3.041734666000000000,6
3/21/2016 4:00:00 PM,2.787145386000000000,6,5.190134400000000000,6,4.386878026000000000,6
3/21/2016 5:00:00 PM,2.280574560000000000,6,5.780972266000000000,6,4.909244266000000000,6
3/21/2016 6:00:00 PM,1.947604266000000000,6,6.134133866000000000,6,5.270601600000000000,6
3/21/2016 7:00:00 PM,3.231726666000000000,6,6.842692266000000000,6,5.069433600000000000,6
3/21/2016 8:00:00 PM,3.571849600000000000,6,6.867279466000000000,6,4.708821333000000000,6
3/21/2016 9:00:00 PM,3.015284800000000000,6,6.661641066000000000,6,5.710936000000000000,6
3/21/2016 10:00:00 PM,3.287234133000000000,6,6.548390933000000000,6,5.838342400000000000,6
3/21/2016 11:00:00 PM,4.811044480000000000,6,7.367219200000000000,6,4.210073706000000000,6
3/22/2016 12:00:00 AM,2.459688586000000000,6,5.670702400000000000,6,2.505137653000000000,6
3/22/2016 1:00:00 AM,2.924610186000000000,6,5.471769600000000000,6,2.066963946000000000,6
3/22/2016 2:00:00 AM,1.908041226000000000,6,4.955438400000000000,6,2.001845120000000000,6
3/22/2016 3:00:00 AM,1.836514826000000000,6,4.644745600000000000,6,2.103993760000000000,6
3/22/2016 4:00:00 AM,1.167668480000000000,6,4.524715360000000000,6,1.870340853000000000,6
3/22/2016 5:00:00 AM,0.841254773000000000,6,3.829195626000000000,6,1.076025280000000000,6
3/22/2016 6:00:00 AM,2.039396480000000000,6,2.739610133000000000,6,1.333073280000000000,6
3/22/2016 7:00:00 AM,3.130174080000000000,6,2.611533173000000000,6,2.532183573000000000,6
3/22/2016 8:00:00 AM,2.139905973000000000,6,2.718152213000000000,6,1.924209173000000000,6
3/22/2016 9:00:00 AM,1.338437760000000000,6,2.177084800000000000,6,1.557487360000000000,6
3/22/2016 10:00:00 AM,2.730967360000000000,6,1.846275200000000000,6,1.883379520000000000,6
3/22/2016 11:00:00 AM,2.443148106000000000,6,1.785999306000000000,6,1.560989173000000000,6
3/22/2016 12:00:00 PM,2.473099786000000000,6,2.014138720000000000,6,1.677443093000000000,6
3/22/2016 1:00:00 PM,4.725212800000000000,6,3.361740800000000000,6,3.058275146000000000,6
3/22/2016 2:00:00 PM,3.477226133000000000,6,3.245361386000000000,6,2.253230613000000000,6
3/22/2016 3:00:00 PM,2.836021760000000000,6,2.561166666000000000,6,1.619402400000000000,6
3/22/2016 4:00:00 PM,3.053804746000000000,6,3.047769706000000000,6,2.781557386000000000,6
3/22/2016 5:00:00 PM,4.233319786000000000,6,3.931344266000000000,6,3.954813866000000000,6
3/22/2016 6:00:00 PM,3.711251573000000000,6,3.479833866000000000,6,3.265254666000000000,6
3/22/2016 7:00:00 PM,2.514450986000000000,6,2.166579360000000000,6,2.508639466000000000,6
3/22/2016 8:00:00 PM,2.186845173000000000,6,3.395119786000000000,6,2.754064426000000000,6
3/22/2016 9:00:00 PM,2.066889440000000000,6,3.676009920000000000,6,2.490981386000000000,6
3/22/2016 10:00:00 PM,1.320332640000000000,6,2.708168320000000000,6,2.049007840000000000,6
3/22/2016 11:00:00 PM,1.882783466000000000,6,2.964024213000000000,6,2.509831573000000000,6
3/23/2016 12:00:00 AM,1.653302933000000000,6,2.591863413000000000,6,2.470343040000000000,6
3/23/2016 1:00:00 AM,2.720908960000000000,6,2.577483626000000000,6,2.788262986000000000,6
3/23/2016 2:00:00 AM,2.669052320000000000,6,3.256313866000000000,6,2.998669813000000000,6
3/23/2016 3:00:00 AM,1.966901493000000000,6,2.006464533000000000,6,2.892721333000000000,6
3/23/2016 4:00:00 AM,0.807503253000000000,6,2.128059413000000000,6,2.598420000000000000,6
3/23/2016 5:00:00 AM,1.926593386000000000,6,3.043224800000000000,6,2.469597973000000000,6
3/23/2016 6:00:00 AM,2.237360693000000000,6,3.286191040000000000,6,2.609894026000000000,6
3/23/2016 7:00:00 AM,2.140576533000000000,6,2.094307893000000000,6,1.411901333000000000,6
3/23/2016 8:00:00 AM,0.909949920000000000,6,2.528607253000000000,6,0.838721546000000000,6
3/23/2016 9:00:00 AM,0.987064320000000000,6,3.179572000000000000,6,0.959124320000000000,6
3/23/2016 10:00:00 AM,1.919589760000000000,6,1.887849920000000000,6,0.994067946000000000,6
3/23/2016 11:00:00 AM,3.523718293000000000,6,1.902527733000000000,6,0.982519413000000000,6
3/23/2016 12:00:00 PM,3.758563306000000000,6,1.401917440000000000,6,1.666490613000000000,6
3/23/2016 1:00:00 PM,4.087435733000000000,6,1.403407573000000000,6,1.515465600000000000,6
3/23/2016 2:00:00 PM,3.906608053000000000,6,1.689140640000000000,6,1.940973173000000000,6
3/23/2016 3:00:00 PM,3.721831520000000000,6,1.775493866000000000,6,1.669172853000000000,6
3/23/2016 4:00:00 PM,2.525999520000000000,6,1.986347733000000000,6,1.376212640000000000,6
3/23/2016 5:00:00 PM,2.361414293000000000,6,1.376287146000000000,6,1.125646720000000000,6
3/23/2016 6:00:00 PM,1.871830986000000000,6,2.107719093000000000,6,0.807205226000000000,6
3/23/2016 7:00:00 PM,1.259311680000000000,6,2.037608320000000000,6,1.532825653000000000,6
3/23/2016 8:00:00 PM,1.678635200000000000,6,2.774181226000000000,6,1.873693653000000000,6
3/23/2016 9:00:00 PM,0.820616426000000000,6,2.788710026000000000,6,1.692791466000000000,6
3/23/2016 10:00:00 PM,1.154480800000000000,6,2.833041493000000000,6,1.457722933000000000,6
3/23/2016 11:00:00 PM,1.458617013000000000,6,2.842280320000000000,6,1.455785760000000000,6
3/24/2016 12:00:00 AM,0.899369973000000000,6,3.343039626000000000,6,0.931407840000000000,6
3/24/2016 1:00:00 AM,0.440110880000000000,6,2.023526560000000000,6,0.727930133000000000,6
3/24/2016 2:00:00 AM,0.651411786000000000,6,2.074936160000000000,6,0.451882933000000000,6
3/24/2016 3:00:00 AM,0.718095253000000000,6,1.699050026000000000,6,0.920231840000000000,6
3/24/2016 4:00:00 AM,0.857497226000000000,6,1.651812800000000000,6,0.598065013000000000,6
3/24/2016 5:00:00 AM,0.980880266000000000,6,2.801674186000000000,6,0.767344160000000000,6
3/24/2016 6:00:00 AM,0.552243413000000000,6,2.920810346000000000,6,1.071182346000000000,6
3/24/2016 7:00:00 AM,0.325668640000000000,6,2.920586826000000000,6,1.036462240000000000,6
3/24/2016 8:00:00 AM,0.370894186000000000,6,1.766925600000000000,6,1.345366880000000000,6
3/24/2016 9:00:00 AM,0.565729120000000000,6,2.479581866000000000,6,0.938858506000000000,6
3/24/2016 10:00:00 AM,0.959720373000000000,6,2.613395840000000000,6,1.525971040000000000,6
3/24/2016 11:00:00 AM,1.714323893000000000,6,2.814340320000000000,6,1.510324640000000000,6
3/24/2016 12:00:00 PM,2.221490773000000000,6,3.259294133000000000,6,1.291498560000000000,6
3/24/2016 1:00:00 PM,2.654896053000000000,6,3.727643040000000000,6,1.303717653000000000,6
3/24/2016 2:00:00 PM,2.987419306000000000,6,4.533879680000000000,6,1.454593653000000000,6
3/24/2016 3:00:00 PM,3.104469280000000000,6,4.715526933000000000,6,1.637060480000000000,6
3/24/2016 4:00:00 PM,2.698780480000000000,6,3.869131200000000000,6,2.077245866000000000,6
3/24/2016 5:00:00 PM,3.605154080000000000,6,3.022884480000000000,6,2.698929493000000000,6
3/24/2016 6:00:00 PM,2.961714506000000000,6,4.831757333000000000,6,2.135137546000000000,6
3/24/2016 7:00:00 PM,2.584040213000000000,6,3.956974560000000000,6,2.413419946000000000,6
3/24/2016 8:00:00 PM,2.612948800000000000,6,2.859118826000000000,6,3.049259840000000000,6
3/24/2016 9:00:00 PM,1.751651733000000000,6,3.067886506000000000,6,2.214710666000000000,6
3/24/2016 10:00:00 PM,2.337646666000000000,6,3.704471466000000000,6,2.635822346000000000,6
3/24/2016 11:00:00 PM,3.827407466000000000,6,3.932461866000000000,6,3.452564426000000000,6
3/25/2016 12:00:00 AM,1.871532960000000000,6,3.400558773000000000,6,2.842727360000000000,6
3/25/2016 1:00:00 AM,2.658099840000000000,6,3.545399733000000000,6,2.951283573000000000,6
3/25/2016 2:00:00 AM,2.243544746000000000,6,4.156354400000000000,6,2.937350826000000000,6
3/25/2016 3:00:00 AM,2.270367146000000000,6,3.152228053000000000,6,2.877447466000000000,6
3/25/2016 4:00:00 AM,2.023452053000000000,6,3.039797493000000000,6,2.932880426000000000,6
3/25/2016 5:00:00 AM,1.728480160000000000,6,3.650156106000000000,6,2.729104693000000000,6
3/25/2016 6:00:00 AM,1.285090986000000000,6,3.697393333000000000,6,2.893391893000000000,6
3/25/2016 7:00:00 AM,1.449750720000000000,6,2.938170400000000000,6,2.005644960000000000,6
3/25/2016 8:00:00 AM,1.020219786000000000,6,2.783718080000000000,6,1.882932480000000000,6
3/25/2016 9:00:00 AM,1.406089813000000000,6,2.397773546000000000,6,0.880892320000000000,6
3/25/2016 10:00:00 AM,1.760667040000000000,6,2.252858080000000000,6,1.200525920000000000,6
3/25/2016 11:00:00 AM,2.116287360000000000,6,3.222338826000000000,6,1.401768426000000000,6
3/25/2016 12:00:00 PM,2.303746133000000000,6,3.693071946000000000,6,1.581776533000000000,6
3/25/2016 1:00:00 PM,3.030484160000000000,6,4.439852266000000000,6,1.607481333000000000,6
3/25/2016 2:00:00 PM,3.672210080000000000,6,5.112647466000000000,6,2.005421440000000000,6
3/25/2016 3:00:00 PM,3.387818133000000000,6,3.949672906000000000,6,2.002813706000000000,6
3/25/2016 4:00:00 PM,3.158933653000000000,6,5.651330666000000000,6,1.946263146000000000,6
3/25/2016 5:00:00 PM,3.467167733000000000,6,3.886565760000000000,6,1.971297386000000000,6
3/25/2016 6:00:00 PM,3.366136693000000000,6,2.747433333000000000,6,2.467064746000000000,6
3/25/2016 7:00:00 PM,2.721728533000000000,6,2.564593973000000000,6,3.050973493000000000,6
3/25/2016 8:00:00 PM,2.295699413000000000,6,2.080673173000000000,6,3.070419733000000000,6
3/25/2016 9:00:00 PM,2.939586026000000000,6,3.640544746000000000,6,2.973486560000000000,6
3/25/2016 10:00:00 PM,3.324114933000000000,6,4.232425706000000000,6,3.356748853000000000,6
3/25/2016 11:00:00 PM,2.320361120000000000,6,3.249757280000000000,6,2.687455466000000000,6
3/26/2016 12:00:00 AM,2.432791680000000000,6,3.054251786000000000,6,2.710403520000000000,6
3/26/2016 1:00:00 AM,2.612874293000000000,6,2.903077760000000000,6,2.469746986000000000,6
3/26/2016 2:00:00 AM,3.317632853000000000,6,3.927544426000000000,6,3.290586933000000000,6
3/26/2016 3:00:00 AM,3.227032746000000000,6,3.987447786000000000,6,3.722949120000000000,6
3/26/2016 4:00:00 AM,3.581088426000000000,6,3.603514933000000000,6,3.842904853000000000,6
3/26/2016 5:00:00 AM,3.912717600000000000,6,3.436620000000000000,6,3.825097760000000000,6
3/26/2016 6:00:00 AM,2.886611786000000000,6,2.876478880000000000,6,2.295103360000000000,6
3/26/2016 7:00:00 AM,3.541152853000000000,6,2.838107946000000000,6,3.353545066000000000,6
3/26/2016 8:00:00 AM,2.612278240000000000,6,3.528412213000000000,6,3.280156000000000000,6
3/26/2016 9:00:00 AM,2.422062720000000000,6,4.933235413000000000,6,1.518743893000000000,6
3/26/2016 10:00:00 AM,1.661349653000000000,6,3.747536320000000000,6,1.574921920000000000,6
3/26/2016 11:00:00 AM,2.152721120000000000,6,2.808901333000000000,6,1.018580640000000000,6
3/26/2016 12:00:00 PM,1.900665066000000000,6,1.809692426000000000,6,1.197098613000000000,6
3/26/2016 1:00:00 PM,2.482413120000000000,6,1.545864320000000000,6,1.119537173000000000,6
3/26/2016 2:00:00 PM,2.514003946000000000,6,1.862517653000000000,6,1.209988266000000000,6
3/26/2016 3:00:00 PM,2.042153226000000000,6,1.560616640000000000,6,1.347527573000000000,6
3/26/2016 4:00:00 PM,2.489938293000000000,6,2.598270986000000000,6,1.488047146000000000,6
3/26/2016 5:00:00 PM,2.631948000000000000,6,2.473621333000000000,6,1.123560533000000000,6
3/26/2016 6:00:00 PM,2.270441653000000000,6,2.627477600000000000,6,1.252233546000000000,6
3/26/2016 7:00:00 PM,1.562181280000000000,6,2.509384533000000000,6,1.127285866000000000,6
3/26/2016 8:00:00 PM,1.585576373000000000,6,2.418262880000000000,6,1.297608106000000000,6
3/26/2016 9:00:00 PM,1.438500213000000000,6,2.764122826000000000,6,1.181452213000000000,6
3/26/2016 10:00:00 PM,1.451389866000000000,6,3.135985600000000000,6,1.868552693000000000,6
3/26/2016 11:00:00 PM,1.282334240000000000,6,3.392884586000000000,6,1.956023520000000000,6
3/27/2016 12:00:00 AM,1.225336640000000000,6,3.476555573000000000,6,2.041631680000000000,6
3/27/2016 1:00:00 AM,1.260503786000000000,6,3.206766933000000000,6,2.433909280000000000,6
3/27/2016 2:00:00 AM,1.458169973000000000,6,3.271066186000000000,6,3.043895360000000000,6
3/27/2016 3:00:00 AM,1.223548480000000000,6,3.712667200000000000,6,2.694682613000000000,6
3/27/2016 4:00:00 AM,0.888044960000000000,6,3.210194240000000000,6,1.755898613000000000,6
3/27/2016 5:00:00 AM,1.360864266000000000,6,3.091058080000000000,6,1.043316853000000000,6
3/27/2016 6:00:00 AM,1.471655680000000000,6,2.979000053000000000,6,1.940973173000000000,6
3/27/2016 7:00:00 AM,1.865125386000000000,6,2.832892480000000000,6,2.203311146000000000,6
3/27/2016 8:00:00 AM,1.617763253000000000,6,2.316263253000000000,6,2.626061973000000000,6
3/27/2016 9:00:00 AM,1.458617013000000000,6,2.609670506000000000,6,1.779964266000000000,6
3/27/2016 10:00:00 AM,3.045087466000000000,6,2.115765813000000000,6,1.071256853000000000,6
3/27/2016 11:00:00 AM,3.360623200000000000,6,3.165862773000000000,6,1.444386240000000000,6
3/27/2016 12:00:00 PM,2.900022986000000000,6,4.085945600000000000,6,1.837110880000000000,6
3/27/2016 1:00:00 PM,3.908321706000000000,6,4.819091200000000000,6,2.632097013000000000,6
3/27/2016 2:00:00 PM,4.089968960000000000,6,5.530629866000000000,6,2.562507786000000000,6
3/27/2016 3:00:00 PM,4.609578453000000000,6,5.374910933000000000,6,2.372366773000000000,6
3/27/2016 4:00:00 PM,5.085080000000000000,6,5.444202133000000000,6,2.365288640000000000,6
3/27/2016 5:00:00 PM,6.575213333000000000,6,5.564902933000000000,6,2.682985066000000000,6
3/27/2016 6:00:00 PM,7.715910400000000000,6,5.504552533000000000,6,3.395417813000000000,6
3/27/2016 7:00:00 PM,3.203190613000000000,6,6.505177066000000000,6,4.437989600000000000,6
3/27/2016 8:00:00 PM,2.118969600000000000,6,6.612466666000000000,6,5.258680533000000000,6
3/27/2016 9:00:00 PM,2.109432746000000000,6,7.227146666000000000,6,5.184918933000000000,6
3/27/2016 10:00:00 PM,2.289142826000000000,6,7.842571733000000000,6,5.212486400000000000,6
3/27/2016 11:00:00 PM,2.240489973000000000,6,7.991585066000000000,6,5.029945066000000000,6
3/28/2016 12:00:00 AM,1.515987146000000000,6,7.246518400000000000,6,4.734153600000000000,6
3/28/2016 1:00:00 AM,1.772662613000000000,6,6.663876266000000000,6,3.949598400000000000,6
3/28/2016 2:00:00 AM,1.276299200000000000,6,5.835362133000000000,6,2.864483306000000000,6
3/28/2016 3:00:00 AM,1.596603360000000000,6,4.546396800000000000,6,1.099867413000000000,6
3/28/2016 4:00:00 AM,1.109478773000000000,6,4.635059733000000000,6,2.972070933000000000,6
3/28/2016 5:00:00 AM,1.665522026000000000,6,4.389187733000000000,6,3.070345226000000000,6
3/28/2016 6:00:00 AM,1.510548160000000000,6,4.243899733000000000,6,2.416549226000000000,6
3/28/2016 7:00:00 AM,2.282809760000000000,6,4.487536533000000000,6,3.272854346000000000,6
3/28/2016 8:00:00 AM,1.805594560000000000,6,3.762661173000000000,6,3.040244533000000000,6
3/28/2016 9:00:00 AM,2.790051146000000000,6,3.317707360000000000,6,2.318945493000000000,6
3/28/2016 10:00:00 AM,1.651887306000000000,6,2.955679466000000000,6,2.644912160000000000,6
3/28/2016 11:00:00 AM,1.438500213000000000,6,3.283285280000000000,6,3.370532586000000000,6
3/28/2016 12:00:00 PM,1.858792320000000000,6,3.562089226000000000,6,3.686142826000000000,6
3/28/2016 1:00:00 PM,1.507269866000000000,6,3.617894720000000000,6,3.741128746000000000,6
3/28/2016 2:00:00 PM,1.655761653000000000,6,3.332385173000000000,6,3.407711413000000000,6
3/28/2016 3:00:00 PM,1.499744693000000000,6,3.688676053000000000,6,3.880679733000000000,6
3/28/2016 4:00:00 PM,1.857898240000000000,6,4.517860746000000000,6,4.371455146000000000,6
3/28/2016 5:00:00 PM,2.383021226000000000,6,4.260514720000000000,6,3.182850293000000000,6
3/28/2016 6:00:00 PM,0.585324373000000000,6,4.413029866000000000,6,3.113708106000000000,6
3/28/2016 7:00:00 PM,0.862489173000000000,6,2.563029333000000000,6,2.090657066000000000,6
3/28/2016 8:00:00 PM,2.057129066000000000,6,1.471730186000000000,6,2.700494133000000000,6
3/28/2016 9:00:00 PM,1.864454826000000000,6,2.223278933000000000,6,2.208228586000000000,6
3/28/2016 10:00:00 PM,2.599761120000000000,6,2.404032106000000000,6,1.591760426000000000,6
3/28/2016 11:00:00 PM,2.310153706000000000,6,1.105902453000000000,6,2.017566026000000000,6
3/29/2016 12:00:00 AM,2.604306026000000000,6,1.872576053000000000,6,1.609418506000000000,6
3/29/2016 1:00:00 AM,1.815280426000000000,6,2.979819626000000000,6,1.387910186000000000,6
